State Name,Year,Ozone Concentration (Annually Average)
Oklahoma,1995,0.048711125
Oklahoma,1996,0.046723167
Oklahoma,1997,0.046285636
Oklahoma,1998,0.050738924
Oklahoma,1999,0.050987929
Oklahoma,2000,0.047639778
Oklahoma,2001,0.049769569
Oklahoma,2002,0.045667683
Oklahoma,2003,0.048255424
Oklahoma,2004,0.044135058
Oklahoma,2005,0.049310857
Oklahoma,2006,0.050463292
Oklahoma,2007,0.04345458
Oklahoma,2008,0.044935507
Oklahoma,2009,0.043689074
Oklahoma,2010,0.044655083
Oklahoma,2011,0.050692038
Oklahoma,2012,0.049365813
Oklahoma,2013,0.044377627
Oklahoma,2014,0.043243773
Oklahoma,2015,0.041990972
Oklahoma,2016,0.042449074
Oklahoma,2017,0.042880481
Oklahoma,2018,0.042340427
Oklahoma,2019,0.041900635
Oklahoma,2020,0.037788289
Oregon,1993,0.032719556
Oregon,1994,0.039393222
Oregon,1995,0.037312762
Oregon,1996,0.041737476
Oregon,1997,0.036324238
Oregon,1998,0.038482857
Oregon,1999,0.036274286
Oregon,2000,0.035158238
Oregon,2001,0.036947571
Oregon,2002,0.03912025
Oregon,2003,0.040609083
Oregon,2004,0.035235208
Oregon,2005,0.035462704
Oregon,2006,0.039410958
Oregon,2007,0.036794133
Oregon,2008,0.036881091
Oregon,2009,0.039534467
Oregon,2010,0.0350752
Oregon,2011,0.0363749
Oregon,2012,0.039922233
Oregon,2013,0.036972833
Oregon,2014,0.03801997
Oregon,2015,0.041077242
Oregon,2016,0.035676273
Oregon,2017,0.039871545
Oregon,2018,0.037250056
Oregon,2019,0.034794533
Pennsylvania,1993,0.047303035
Pennsylvania,1994,0.047781542
Pennsylvania,1995,0.048951194
Pennsylvania,1996,0.046752853
Pennsylvania,1997,0.047332345
Pennsylvania,1998,0.051866173
Pennsylvania,1999,0.050066023
Pennsylvania,2000,0.044355977
Pennsylvania,2001,0.050654756
Pennsylvania,2002,0.050970354
Pennsylvania,2003,0.044905583
Pennsylvania,2004,0.043425759
Pennsylvania,2005,0.048068368
Pennsylvania,2006,0.045033667
Pennsylvania,2007,0.047667525
Pennsylvania,2008,0.045575401
Pennsylvania,2009,0.040664288
Pennsylvania,2010,0.046825113
Pennsylvania,2011,0.043482661
Pennsylvania,2012,0.046024594
Pennsylvania,2013,0.043116126
Pennsylvania,2014,0.042373994
Pennsylvania,2015,0.043875226
Pennsylvania,2016,0.043498781
Pennsylvania,2017,0.041936123
Pennsylvania,2018,0.040468547
Pennsylvania,2019,0.041882855
Pennsylvania,2020,0.034560222
Puerto Rico,1993,0.005386
Puerto Rico,1997,0.015945
Puerto Rico,1998,0.013478
Puerto Rico,1999,0.023487333
Puerto Rico,2000,0.025094
Puerto Rico,2001,0.022616
Puerto Rico,2002,0.028988667
Puerto Rico,2004,0.013043333
Puerto Rico,2005,0.014493333
Puerto Rico,2006,0.011921333
Puerto Rico,2007,0.0209395
Puerto Rico,2008,0.022832
Puerto Rico,2009,0.02174
Puerto Rico,2010,0.018556167
Puerto Rico,2011,0.0203285
Puerto Rico,2012,0.020843167
Puerto Rico,2013,0.009615167
Puerto Rico,2014,0.015162111
Puerto Rico,2015,0.017783222
Puerto Rico,2016,0.014978222
Puerto Rico,2017,0.017826222
Puerto Rico,2018,0.006181667
Puerto Rico,2019,0.009830111
Rhode Island,1993,0.040521167
Rhode Island,1994,0.045695778
Rhode Island,1995,0.044007778
Rhode Island,1996,0.040931
Rhode Island,1997,0.045351083
Rhode Island,1998,0.047461
Rhode Island,1999,0.045407556
Rhode Island,2000,0.044168333
Rhode Island,2001,0.051835333
Rhode Island,2002,0.051501889
Rhode Island,2003,0.048037
Rhode Island,2004,0.045683889
Rhode Island,2005,0.047252333
Rhode Island,2006,0.045430778
Rhode Island,2007,0.047905556
Rhode Island,2008,0.046701111
Rhode Island,2009,0.042082
Rhode Island,2010,0.046534333
Rhode Island,2011,0.045368556
Rhode Island,2012,0.046755
Rhode Island,2013,0.045259222
Rhode Island,2014,0.043455111
Rhode Island,2015,0.045234556
Rhode Island,2016,0.043523481
Rhode Island,2017,0.040969111
Rhode Island,2018,0.042435111
Rhode Island,2019,0.044001667
Rhode Island,2020,0.033581667
South Carolina,1993,0.052578742
South Carolina,1994,0.045344206
South Carolina,1995,0.04676373
South Carolina,1996,0.048270864
South Carolina,1997,0.050420121
South Carolina,1998,0.055249254
South Carolina,1999,0.052915439
South Carolina,2000,0.05289475
South Carolina,2001,0.05047197
South Carolina,2002,0.049802333
South Carolina,2003,0.04463547
South Carolina,2004,0.044714319
South Carolina,2005,0.046918444
South Carolina,2006,0.048839095
South Carolina,2007,0.049995106
South Carolina,2008,0.047267072
South Carolina,2009,0.040144467
South Carolina,2010,0.046102143
South Carolina,2011,0.046663742
South Carolina,2012,0.042021029
South Carolina,2013,0.03742329
South Carolina,2014,0.040436079
South Carolina,2015,0.040263651
South Carolina,2016,0.042312639
South Carolina,2017,0.04019486
South Carolina,2018,0.039689947
South Carolina,2019,0.044866389
South Carolina,2020,0.0372966
South Dakota,1999,0.039614667
South Dakota,2000,0.042568333
South Dakota,2001,0.048338
South Dakota,2002,0.048263
South Dakota,2003,0.048788556
South Dakota,2004,0.045273
South Dakota,2005,0.049207583
South Dakota,2006,0.049146083
South Dakota,2007,0.044318417
South Dakota,2008,0.043792733
South Dakota,2009,0.040559556
South Dakota,2010,0.041556944
South Dakota,2011,0.042026722
South Dakota,2012,0.051179444
South Dakota,2013,0.046059833
South Dakota,2014,0.040149111
South Dakota,2015,0.04429375
South Dakota,2016,0.042856083
South Dakota,2017,0.040755889
South Dakota,2018,0.040821444
South Dakota,2019,0.0423655
Tennessee,1993,0.051340759
Tennessee,1994,0.050816946
Tennessee,1995,0.053507293
Tennessee,1996,0.053540156
Tennessee,1997,0.05468172
Tennessee,1998,0.058800414
Tennessee,1999,0.058315075
Tennessee,2000,0.053993105
Tennessee,2001,0.051521172
Tennessee,2002,0.050888189
Tennessee,2003,0.0485866
Tennessee,2004,0.046832724
Tennessee,2005,0.05090392
Tennessee,2006,0.050203956
Tennessee,2007,0.055503892
Tennessee,2008,0.049195595
Tennessee,2009,0.042430926
Tennessee,2010,0.04946814
Tennessee,2011,0.048361333
Tennessee,2012,0.048441467
Tennessee,2013,0.042650514
Tennessee,2014,0.043175947
Tennessee,2015,0.042307173
Tennessee,2016,0.045750101
Tennessee,2017,0.04310387
Tennessee,2018,0.042504449
Tennessee,2019,0.043939507
Tennessee,2020,0.035911583
Texas,1993,0.038363265
Texas,1994,0.041886197
Texas,1995,0.046203058
Texas,1996,0.040429007
Texas,1997,0.041780133
Texas,1998,0.043165
Texas,1999,0.04408778
Texas,2000,0.042998272
Texas,2001,0.041831419
Texas,2002,0.041228392
Texas,2003,0.043459489
Texas,2004,0.041161676
Texas,2005,0.044890863
Texas,2006,0.043639468
Texas,2007,0.03994563
Texas,2008,0.040206049
Texas,2009,0.03985984
Texas,2010,0.040679871
Texas,2011,0.044293962
Texas,2012,0.041530895
Texas,2013,0.040636835
Texas,2014,0.038483779
Texas,2015,0.038828336
Texas,2016,0.038765969
Texas,2017,0.039280401
Texas,2018,0.037963128
Texas,2019,0.039470382
Texas,2020,0.03197959
Utah,1993,0.050635
Utah,1994,0.056510417
Utah,1995,0.052752182
Utah,1996,0.057954424
Utah,1997,0.0515175
Utah,1998,0.056792444
Utah,1999,0.055722923
Utah,2000,0.055951135
Utah,2001,0.056512844
Utah,2002,0.05692247
Utah,2003,0.057395894
Utah,2004,0.053151417
Utah,2005,0.055537425
Utah,2006,0.05790098
Utah,2007,0.057489906
Utah,2008,0.053999553
Utah,2009,0.052344105
Utah,2010,0.053462517
Utah,2011,0.0538595
Utah,2012,0.057066118
Utah,2013,0.053415277
Utah,2014,0.052105748
Utah,2015,0.052428619
Utah,2016,0.051122467
Utah,2017,0.047145782
Utah,2018,0.048056853
Utah,2019,0.043867796
Utah,2020,0.039802485
Vermont,1993,0.044996833
Vermont,1994,0.046124167
Vermont,1995,0.044428333
Vermont,1996,0.043802833
Vermont,1997,0.045639333
Vermont,1998,0.047435833
Vermont,1999,0.048985
Vermont,2000,0.039448333
Vermont,2001,0.044821167
Vermont,2002,0.047237667
Vermont,2003,0.042928667
Vermont,2004,0.040391167
Vermont,2005,0.044042333
Vermont,2006,0.039965333
Vermont,2007,0.042145333
Vermont,2008,0.041204333
Vermont,2009,0.038233167
Vermont,2010,0.041384833
Vermont,2011,0.037973667
Vermont,2012,0.0424655
Vermont,2013,0.039804833
Vermont,2014,0.039482833
Vermont,2015,0.040898333
Vermont,2016,0.039135222
Vermont,2017,0.037544778
Vermont,2018,0.038389667
Vermont,2019,0.037407222
Virgin Islands,1998,0.023673667
Virgin Islands,1999,0.024596333
Virgin Islands,2000,0.027299
Virgin Islands,2001,0.021793667
Virgin Islands,2002,0.027088333
Virgin Islands,2003,0.026754333
Virginia,1993,0.053899083
Virginia,1994,0.051219298
Virginia,1995,0.051335949
Virginia,1996,0.048406859
Virginia,1997,0.052637487
Virginia,1998,0.05610558
Virginia,1999,0.053955368
Virginia,2000,0.047720905
Virginia,2001,0.05169575
Virginia,2002,0.052226931
Virginia,2003,0.046160701
Virginia,2004,0.044935207
Virginia,2005,0.048160046
Virginia,2006,0.048385517
Virginia,2007,0.0512536
Virginia,2008,0.047375667
Virginia,2009,0.041601086
Virginia,2010,0.049195024
Virginia,2011,0.045895773
Virginia,2012,0.046047744
Virginia,2013,0.04112476
Virginia,2014,0.04261775
Virginia,2015,0.042844821
Virginia,2016,0.041768275
Virginia,2017,0.041717696
Virginia,2018,0.03994187
Virginia,2019,0.042702609
Washington,1993,0.031968033
Washington,1994,0.0362472
Washington,1995,0.034492818
Washington,1996,0.035049356
Washington,1997,0.032667444
Washington,1998,0.034652476
Washington,1999,0.034880417
Washington,2000,0.0345475
Washington,2001,0.035645521
Washington,2002,0.036705907
Washington,2003,0.041617963
Washington,2004,0.035904907
Washington,2005,0.03414249
Washington,2006,0.03781575
Washington,2007,0.034376489
Washington,2008,0.03347381
Washington,2009,0.036067286
Washington,2010,0.031346275
Washington,2011,0.033449667
Washington,2012,0.036385933
Washington,2013,0.033343533
Washington,2014,0.035509571
Washington,2015,0.039846314
Washington,2016,0.034810476
Washington,2017,0.038851
Washington,2018,0.03713119
Washington,2019,0.034361538
Washington,2020,0.034299833
West Virginia,1993,0.047168733
West Virginia,1994,0.050070733
West Virginia,1995,0.0505077
West Virginia,1996,0.048153967
West Virginia,1997,0.048503633
West Virginia,1998,0.0536168
West Virginia,1999,0.054610767
West Virginia,2000,0.047290364
West Virginia,2001,0.050204639
West Virginia,2002,0.04950875
West Virginia,2003,0.045388417
West Virginia,2004,0.04169075
West Virginia,2005,0.046392889
West Virginia,2006,0.045830444
West Virginia,2007,0.050597944
West Virginia,2008,0.045035778
West Virginia,2009,0.04033175
West Virginia,2010,0.047129806
West Virginia,2011,0.044754917
West Virginia,2012,0.047433933
West Virginia,2013,0.041653433
West Virginia,2014,0.042125233
West Virginia,2015,0.0428267
West Virginia,2016,0.042416933
West Virginia,2017,0.040467967
West Virginia,2018,0.039150267
West Virginia,2019,0.041763485
West Virginia,2020,0.036049056
Wisconsin,1993,0.03936959
Wisconsin,1994,0.042077588
Wisconsin,1995,0.046080538
Wisconsin,1996,0.043717017
Wisconsin,1997,0.044109366
Wisconsin,1998,0.048360897
Wisconsin,1999,0.047101783
Wisconsin,2000,0.043558975
Wisconsin,2001,0.046517077
Wisconsin,2002,0.046929282
Wisconsin,2003,0.046846867
Wisconsin,2004,0.040912901
Wisconsin,2005,0.046415713
Wisconsin,2006,0.042777696
Wisconsin,2007,0.044587824
Wisconsin,2008,0.041611676
Wisconsin,2009,0.0388462
Wisconsin,2010,0.041461412
Wisconsin,2011,0.041296211
Wisconsin,2012,0.045718954
Wisconsin,2013,0.042344892
Wisconsin,2014,0.040777867
Wisconsin,2015,0.041384581
Wisconsin,2016,0.040692484
Wisconsin,2017,0.041132806
Wisconsin,2018,0.042113742
Wisconsin,2019,0.038784247
Wyoming,1993,0.048961333
Wyoming,1994,0.054172667
Wyoming,1995,0.0511874
Wyoming,1996,0.052882167
Wyoming,1997,0.0521266
Wyoming,1998,0.054340533
Wyoming,1999,0.055129267
Wyoming,2000,0.0547158
Wyoming,2001,0.054328
Wyoming,2002,0.054312
Wyoming,2003,0.054977048
Wyoming,2004,0.049142333
Wyoming,2005,0.0507148
Wyoming,2006,0.051579848
Wyoming,2007,0.0509776
Wyoming,2008,0.051094625
Wyoming,2009,0.047243857
Wyoming,2010,0.050258391
Wyoming,2011,0.049739948
Wyoming,2012,0.051209763
Wyoming,2013,0.048341215
Wyoming,2014,0.046814253
Wyoming,2015,0.047057699
Wyoming,2016,0.045845524
Wyoming,2017,0.047979172
Wyoming,2018,0.046784355
Wyoming,2019,0.047375722
Wyoming,2020,0.04518025
